MAC000053,1,95,systrain,1105828,1105828,3303652000
MAC000053,2,95,systrain,1105828,1105828,3303652000
MAC000053,3,95,systrain,1105828,1105828,3303652000
MAC000053,4,95,systrain,1105828,1105828,3303652000
MAC000053,5,95,systrain,1105828,1105828,3303652000
MAC000053,6,95,systrain,1105828,1105828,3303652000
MAC000053,7,95,systrain,1105828,1105828,3303652000
MAC000053,8,95,systrain,1105828,1105828,3303652000
MAC000053,9,95,systrain,1105828,1105828,3303652000
MAC000053,10,95,systrain,1105828,1105828,3303652000
MAC000053,11,95,systrain,1105828,1105828,3303652000
MAC000053,12,95,systrain,1105828,1105828,3303652000
MAC000053,13,95,systrain,1105828,1105828,3303652000
MAC000053,14,95,systrain,1105828,1105828,3303652000
MAC000053,15,95,systrain,1105828,1105828,3303652000
MAC000053,16,95,systrain,1105828,1105828,3303652000
MAC000053,17,95,systrain,1105828,1105828,3303652000
MAC000053,18,95,systrain,1105828,1105828,3303652000
MAC000053,19,95,systrain,1105828,1105828,3303652000
MAC000053,20,95,systrain,1105828,1105828,3303652000
MAC000053,21,95,systrain,1105828,1105828,3303652000
MAC000053,22,95,systrain,1105828,1105828,3303652000
MAC000053,23,95,systrain,1105828,1105828,3303652000
MAC000053,24,95,systrain,1105828,1105828,3303652000
MAC000053,25,95,systrain,1105828,1105828,3303652000
MAC000053,26,95,systrain,1105828,1105828,3303652000
MAC000053,27,95,systrain,1105828,1105828,3303652000
MAC000053,28,95,systrain,1105828,1105828,3303652000
MAC000053,29,95,systrain,1105828,1105828,3303652000
MAC000053,30,95,systrain,1105828,1105828,3303652000
MAC000053,31,95,systrain,1105828,1105828,3303652000
MAC000053,32,95,systrain,1105828,1105828,3303652000
MAC000053,33,95,systrain,1105828,1105828,3303652000
MAC000053,34,95,systrain,1105828,1105828,3303652000
MAC000053,35,95,systrain,1105828,1105828,3303652000
MAC000053,36,95,systrain,1105828,1105828,3303652000
MAC000053,37,95,systrain,1105828,1105828,3303652000
MAC000053,38,95,systrain,1105828,1105828,3303652000
MAC000053,39,95,systrain,1105828,1105828,3303652000
MAC000053,40,95,systrain,1105828,1105828,3303652000
MAC000053,41,95,systrain,1105828,1105828,3303652000
MAC000053,42,95,systrain,1105828,1105828,3303652000
MAC000053,43,95,systrain,1105828,1105828,3303652000
MAC000053,44,95,systrain,1105828,1105828,3303652000
MAC000053,45,95,systrain,1105828,1105828,3303652000
MAC000053,46,95,systrain,1105828,1105828,3303652000
MAC000053,47,95,systrain,1105828,1105828,3303652000
MAC000053,48,95,systrain,1105828,1105828,3303652000
MAC000053,49,95,systrain,1105828,1105828,3303652000
MAC000053,50,95,systrain,1105828,1105828,3303652000
MAC000053,51,95,systrain,1105828,1105828,3303652000
MAC000053,52,95,systrain,1105828,1105828,3303652000
MAC000053,53,95,systrain,1105828,1105828,3303652000
MAC000053,54,95,systrain,1105828,1105828,3303652000
MAC000053,55,95,systrain,1105828,1105828,3303652000
MAC000053,56,95,systrain,1105828,1105828,3303652000
MAC000053,57,95,systrain,1105828,1105828,3303652000
MAC000053,58,95,systrain,1105828,1105828,3303652000
MAC000053,59,95,systrain,1105828,1105828,3303652000
MAC000053,60,95,systrain,1105828,1105828,3303652000
MAC000053,61,95,systrain,1105828,1105828,3303652000
MAC000053,62,95,systrain,1105828,1105828,3303652000
MAC000053,63,95,systrain,1105828,1105828,3303652000
MAC000053,64,95,systrain,1105828,1105828,3303652000
MAC000053,65,95,systrain,1105828,1105828,3303652000
MAC000053,66,95,systrain,1105828,1105828,3303652000
MAC000053,67,95,systrain,1105828,1105828,3303652000
MAC000053,68,95,systrain,1105828,1105828,3303652000
MAC000053,69,95,systrain,1105828,1105828,3303652000
MAC000053,70,95,systrain,1105828,1105828,3303652000
MAC000053,71,95,systrain,1105828,1105828,3303652000
MAC000053,72,95,systrain,1105828,1105828,3303652000
MAC000053,73,95,systrain,1105828,1105828,3303652000
MAC000053,74,95,systrain,1105828,1105828,3303652000
MAC000053,75,95,systrain,1105828,1105828,3303652000
MAC000053,76,95,systrain,1105828,1105828,3303652000
MAC000053,77,95,systrain,1105828,1105828,3303652000
MAC000053,78,95,systrain,1105828,1105828,3303652000
MAC000053,79,95,systrain,1105828,1105828,3303652000
MAC000053,80,95,systrain,1105828,1105828,3303652000
MAC000053,81,95,systrain,1105828,1105828,3303652000
MAC000053,82,95,systrain,1105828,1105828,3303652000
MAC000053,83,95,systrain,1105828,1105828,3303652000
MAC000053,84,95,systrain,1105828,1105828,3303652000
MAC000053,85,95,systrain,1105828,1105828,3303652000
MAC000053,86,95,systrain,1105828,1105828,3303652000
MAC000053,87,95,systrain,1105828,1105828,3303652000
MAC000053,88,95,systrain,1105828,1105828,3303652000
MAC000053,89,95,systrain,1105828,1105828,3303652000
MAC000053,90,95,systrain,1105828,1105828,3303652000
MAC000053,91,95,systrain,1105828,1105828,3303652000
MAC000053,92,95,systrain,1105828,1105828,3303652000
MAC000053,93,95,systrain,1105828,1105828,3303652000
MAC000053,94,95,systrain,1105828,1105828,3303652000
MAC000053,95,95,systrain,1105828,1105828,3303652000
MAC000053,96,95,systrain,1105828,1105828,3303652000
MAC000053,97,95,systrain,1105828,1105828,3303652000
MAC000053,98,95,systrain,1105828,1105828,3303652000
MAC000053,99,95,systrain,1105828,1105828,3303652000
MAC000053,100,95,systrain,1105828,1105828,3303652000
