client_id,round_number,num_samples,set,loss,MAE,MSE,RMSE,pred
MAC001679,0,95,train,0.9023602604866028,0.7844711542129517,0.9023602604866028,0.9499264359474182,
MAC001679,1,95,train,0.2550709545612335,0.40775853395462036,0.2550709545612335,0.505045473575592,
MAC001679,2,95,train,0.24857807159423828,0.40729445219039917,0.24857807159423828,0.4985760450363159,
MAC001679,3,95,train,0.24388718605041504,0.4043547809123993,0.24388718605041504,0.49384936690330505,
MAC001679,4,95,train,0.23913805186748505,0.4019124209880829,0.23913805186748505,0.48901742696762085,
MAC001679,5,95,train,0.23471127450466156,0.39890238642692566,0.23471127450466156,0.48447009921073914,
MAC001679,6,95,train,0.2306247055530548,0.3954031467437744,0.2306247055530548,0.4802339971065521,
MAC001679,7,95,train,0.2267744094133377,0.3929172158241272,0.2267744094133377,0.476208359003067,
MAC001679,8,95,train,0.2236481010913849,0.38978540897369385,0.2236481010913849,0.4729144871234894,
MAC001679,9,95,train,0.2210405021905899,0.38674524426460266,0.2210405021905899,0.4701494574546814,
MAC001679,10,95,train,0.21855710446834564,0.38455259799957275,0.21855710446834564,0.4675009250640869,
MAC001679,11,95,train,0.2167326956987381,0.3825800120830536,0.2167326956987381,0.4655455946922302,
MAC001679,12,95,train,0.21508699655532837,0.38083189725875854,0.21508699655532837,0.46377474069595337,
MAC001679,13,95,train,0.2135147899389267,0.3792828321456909,0.2135147899389267,0.4620766043663025,
MAC001679,14,95,train,0.21219950914382935,0.37766996026039124,0.21219950914382935,0.4606511890888214,
MAC001679,15,95,train,0.21061299741268158,0.37627652287483215,0.21061299741268158,0.45892590284347534,
MAC001679,16,95,train,0.20922337472438812,0.374809205532074,0.20922337472438812,0.45740941166877747,
MAC001679,17,95,train,0.20802032947540283,0.3733825087547302,0.20802032947540283,0.4560924470424652,
MAC001679,18,95,train,0.20650239288806915,0.37208306789398193,0.20650239288806915,0.4544253349304199,
MAC001679,19,95,train,0.20527797937393188,0.3710143566131592,0.20527797937393188,0.4530761241912842,
MAC001679,20,95,train,0.2041727900505066,0.36953240633010864,0.2041727900505066,0.4518548250198364,
MAC001679,21,95,train,0.2028389871120453,0.3678854703903198,0.2028389871120453,0.4503764808177948,
MAC001679,22,95,train,0.20183847844600677,0.36674684286117554,0.20183847844600677,0.44926437735557556,
MAC001679,23,95,train,0.2008059024810791,0.3656081557273865,0.2008059024810791,0.44811370968818665,
MAC001679,24,95,train,0.1999215930700302,0.3646175265312195,0.1999215930700302,0.4471259117126465,
MAC001679,25,95,train,0.19907107949256897,0.36381420493125916,0.19907107949256897,0.4461738169193268,
MAC001679,26,95,train,0.19825613498687744,0.3628746271133423,0.19825613498687744,0.44525963068008423,
MAC001679,27,95,train,0.19739407300949097,0.3620445132255554,0.19739407300949097,0.44429051876068115,
MAC001679,28,95,train,0.19675058126449585,0.3612678050994873,0.19675058126449585,0.4435657560825348,
MAC001679,29,95,train,0.1961357593536377,0.36039185523986816,0.1961357593536377,0.44287216663360596,
MAC001679,30,95,train,0.19543127715587616,0.35961419343948364,0.19543127715587616,0.44207608699798584,
MAC001679,31,95,train,0.19499634206295013,0.35880014300346375,0.19499634206295013,0.44158390164375305,
MAC001679,32,95,train,0.1947607696056366,0.3580999970436096,0.1947607696056366,0.441317081451416,
MAC001679,33,95,train,0.194271519780159,0.35720375180244446,0.194271519780159,0.4407624304294586,
MAC001679,34,95,train,0.19406147301197052,0.3568045198917389,0.19406147301197052,0.4405241012573242,
MAC001679,35,95,train,0.19391368329524994,0.3565004765987396,0.19391368329524994,0.4403563141822815,
MAC001679,36,95,train,0.19364650547504425,0.3560812771320343,0.19364650547504425,0.4400528371334076,
MAC001679,37,95,train,0.19347578287124634,0.35588395595550537,0.19347578287124634,0.4398588240146637,
MAC001679,38,95,train,0.1931084394454956,0.355366975069046,0.1931084394454956,0.439441055059433,
MAC001679,39,95,train,0.19285300374031067,0.35497090220451355,0.19285300374031067,0.439150333404541,
MAC001679,40,95,train,0.19267114996910095,0.35473954677581787,0.19267114996910095,0.43894320726394653,
MAC001679,41,95,train,0.1922595053911209,0.3541897237300873,0.1922595053911209,0.43847405910491943,
MAC001679,42,95,train,0.19199992716312408,0.35395514965057373,0.19199992716312408,0.4381779730319977,
MAC001679,43,95,train,0.19187885522842407,0.35373184084892273,0.19187885522842407,0.43803977966308594,
MAC001679,44,95,train,0.191579669713974,0.353254109621048,0.191579669713974,0.4376981556415558,
MAC001679,45,95,train,0.19140544533729553,0.35300958156585693,0.19140544533729553,0.437499076128006,
MAC001679,46,95,train,0.19117586314678192,0.35266390442848206,0.19117586314678192,0.43723660707473755,
MAC001679,47,95,train,0.1910071074962616,0.35241156816482544,0.1910071074962616,0.43704360723495483,
MAC001679,48,95,train,0.190756157040596,0.35222408175468445,0.190756157040596,0.4367564022541046,
MAC001679,49,95,train,0.19051089882850647,0.35190534591674805,0.19051089882850647,0.436475545167923,
MAC001679,50,95,train,0.19018512964248657,0.3516407608985901,0.19018512964248657,0.4361022114753723,
MAC001679,51,95,train,0.18995238840579987,0.3513927459716797,0.18995238840579987,0.4358352720737457,
MAC001679,52,95,train,0.1896711140871048,0.3510982394218445,0.1896711140871048,0.4355124831199646,
MAC001679,53,95,train,0.1892842799425125,0.35089659690856934,0.1892842799425125,0.43506813049316406,
MAC001679,54,95,train,0.18909747898578644,0.35067009925842285,0.18909747898578644,0.4348534047603607,
MAC001679,55,95,train,0.1889427900314331,0.3504306375980377,0.1889427900314331,0.4346754848957062,
MAC001679,56,95,train,0.18860644102096558,0.3500303626060486,0.18860644102096558,0.4342884421348572,
MAC001679,57,95,train,0.18839332461357117,0.34976428747177124,0.18839332461357117,0.4340429902076721,
MAC001679,58,95,train,0.1882331669330597,0.34958627820014954,0.1882331669330597,0.4338584542274475,
MAC001679,59,95,train,0.18793916702270508,0.34921231865882874,0.18793916702270508,0.43351951241493225,
MAC001679,60,95,train,0.18773587048053741,0.34902164340019226,0.18773587048053741,0.4332849681377411,
MAC001679,61,95,train,0.18735553324222565,0.3485991656780243,0.18735553324222565,0.4328458607196808,
MAC001679,62,95,train,0.18709079921245575,0.34829455614089966,0.18709079921245575,0.4325399398803711,
MAC001679,63,95,train,0.18685178458690643,0.34801042079925537,0.18685178458690643,0.4322635531425476,
MAC001679,64,95,train,0.18641476333141327,0.34758228063583374,0.18641476333141327,0.43175774812698364,
MAC001679,65,95,train,0.1861332207918167,0.34733346104621887,0.1861332207918167,0.4314315915107727,
MAC001679,66,95,train,0.1859688013792038,0.34709540009498596,0.1859688013792038,0.4312410056591034,
MAC001679,67,95,train,0.18560154736042023,0.3465355336666107,0.18560154736042023,0.4308149814605713,
MAC001679,68,95,train,0.18539570271968842,0.3463105857372284,0.18539570271968842,0.43057602643966675,
MAC001679,69,95,train,0.18511062860488892,0.3458874225616455,0.18511062860488892,0.4302448332309723,
MAC001679,70,95,train,0.1848672479391098,0.3455241918563843,0.1848672479391098,0.4299619197845459,
MAC001679,71,95,train,0.1845581829547882,0.34525564312934875,0.1845581829547882,0.42960235476493835,
MAC001679,72,95,train,0.18424081802368164,0.3448144793510437,0.18424081802368164,0.4292328357696533,
MAC001679,73,95,train,0.18385067582130432,0.3444770276546478,0.18385067582130432,0.42877811193466187,
MAC001679,74,95,train,0.1835521012544632,0.3440869152545929,0.1835521012544632,0.42842981219291687,
MAC001679,75,95,train,0.1831909865140915,0.3436240553855896,0.1831909865140915,0.42800816893577576,
MAC001679,76,95,train,0.18273717164993286,0.34321925044059753,0.18273717164993286,0.4274776875972748,
MAC001679,77,95,train,0.18249064683914185,0.34289368987083435,0.18249064683914185,0.4271892309188843,
MAC001679,78,95,train,0.18224400281906128,0.3424670398235321,0.18224400281906128,0.4269004464149475,
MAC001679,79,95,train,0.18182918429374695,0.34201765060424805,0.18182918429374695,0.4264143407344818,
MAC001679,80,95,train,0.18153996765613556,0.34164613485336304,0.18153996765613556,0.4260750710964203,
MAC001679,81,95,train,0.18130840361118317,0.3413742482662201,0.18130840361118317,0.4258032441139221,
MAC001679,82,95,train,0.18092194199562073,0.34089961647987366,0.18092194199562073,0.4253492057323456,
MAC001679,83,95,train,0.18066583573818207,0.34062886238098145,0.18066583573818207,0.4250480532646179,
MAC001679,84,95,train,0.18016193807125092,0.3400559723377228,0.18016193807125092,0.42445486783981323,
MAC001679,85,95,train,0.17983752489089966,0.33964818716049194,0.17983752489089966,0.4240725338459015,
MAC001679,86,95,train,0.17953714728355408,0.33918845653533936,0.17953714728355408,0.42371824383735657,
MAC001679,87,95,train,0.17902442812919617,0.3385998010635376,0.17902442812919617,0.42311277985572815,
MAC001679,88,95,train,0.17871800065040588,0.33820098638534546,0.17871800065040588,0.4227505326271057,
MAC001679,89,95,train,0.17853184044361115,0.3378199338912964,0.17853184044361115,0.42253029346466064,
MAC001679,90,95,train,0.17811359465122223,0.3370913863182068,0.17811359465122223,0.4220350682735443,
MAC001679,91,95,train,0.17791731655597687,0.3367510437965393,0.17791731655597687,0.42180246114730835,
MAC001679,92,95,train,0.1776086390018463,0.33622971177101135,0.1776086390018463,0.4214363992214203,
MAC001679,93,95,train,0.17735826969146729,0.33572763204574585,0.17735826969146729,0.4211392402648926,
MAC001679,94,95,train,0.1770608276128769,0.3353595435619354,0.1770608276128769,0.42078596353530884,
MAC001679,95,95,train,0.17676065862178802,0.3347896635532379,0.17676065862178802,0.42042914032936096,
MAC001679,96,95,train,0.17639321088790894,0.33437344431877136,0.17639321088790894,0.4199919104576111,
MAC001679,97,95,train,0.17613789439201355,0.3338213264942169,0.17613789439201355,0.4196878671646118,
MAC001679,98,95,train,0.17584167420864105,0.33327922224998474,0.17584167420864105,0.4193347990512848,
MAC001679,99,95,train,0.17546850442886353,0.33296331763267517,0.17546850442886353,0.4188896119594574,
MAC001679,100,95,train,0.1753181368112564,0.3325224220752716,0.1753181368112564,0.4187100827693939,
