MAC002294,3.0229893,0.6712494
MAC003763,4.6491556,1.2464477
MAC003578,2.9644334,2.218511
MAC003131,5.514722,2.5648108
MAC004662,8.3332,2.0877047
MAC003351,4.1937556,1.299292
MAC001117,7.629277,1.2391725
MAC003206,9.411699,2.5664835
MAC003103,9.15809,3.0871537
MAC000322,4.8642335,1.0705718
MAC002129,8.000912,1.5221828
MAC003042,5.7491665,2.8310475
MAC000918,4.3521776,2.359553
MAC001922,6.2918777,1.6787952
MAC003724,13.931088,4.315034
MAC001223,6.261944,2.580488
MAC000972,6.4268665,1.4034107
MAC004166,6.9406004,2.9004407
MAC000974,7.578745,4.1949935
MAC002837,5.1883883,1.0550376
MAC004524,2.9668443,0.6045006
MAC000969,4.939078,1.4254138
MAC002317,6.4357557,8.849037
MAC004151,1.1702445,1.1803584
MAC003837,3.8988,1.0474226
MAC003142,6.307511,3.057853
MAC001674,8.333311,2.8329945
MAC000589,7.883678,1.5212231
MAC005512,2.8960445,0.9753645
MAC002812,7.8835444,1.8051467
MAC000377,6.8946114,1.4223534
MAC004794,10.054343,4.7380576
MAC004850,4.3986106,1.2634631
MAC002643,4.5505886,0.79688984
MAC000072,5.1657114,1.9472803
MAC002748,8.229956,1.9428859
MAC002008,4.266744,0.79155916
MAC002957,3.8489108,1.6210742
MAC005408,6.6300783,2.5713444
MAC000353,6.8167334,1.0649126
MAC001520,4.130022,1.9624199
MAC004252,5.4082108,1.5638429
MAC000445,8.054321,1.561786
MAC002846,8.751966,1.937806
MAC004737,6.507711,1.4670744
MAC004600,6.9014335,1.5811951
MAC000777,5.5836997,2.8822536
MAC001652,6.4913454,1.4833381
MAC005415,3.8017669,0.76623446
MAC002329,2.9502,1.1679604
MAC004564,2.4036558,1.7143608
MAC004848,6.266378,1.649704
MAC002440,9.109278,1.8175805
MAC001058,5.037789,1.6621112
MAC000073,4.6113005,2.5581813
MAC002161,7.2081556,1.6801631
MAC001787,3.8905559,1.9019448
MAC003562,8.063689,4.760171
MAC005045,4.876689,0.9264041
MAC004267,1.8215111,0.68761736
MAC001472,7.3498116,3.1365483
MAC002975,6.299533,2.0184162
MAC000363,3.417378,1.5624574
MAC005136,6.019311,1.2240705
MAC002902,5.9357,1.627749
MAC001053,6.0748,1.9192507
MAC000562,3.0741446,0.87459046
MAC004588,5.905833,1.2605534
MAC003410,5.4656777,0.80732596
MAC000422,4.1393557,2.3596807
MAC001494,5.609822,1.4585228
MAC001159,5.946967,1.3868309
MAC000897,5.336322,1.890192
MAC005071,4.651578,1.2735498
MAC002386,7.8992004,1.3193254
MAC004221,3.9599888,1.6253713
MAC003926,5.3637443,0.91381055
MAC005217,3.8953996,1.7493606
MAC003405,5.3476667,1.8964356
MAC002676,5.9866223,1.5069064
MAC004715,2.3600109,1.0106128
MAC000915,5.6314783,1.4936132
MAC002781,3.6132782,0.93376064
MAC005137,5.3459554,2.0563343
MAC004447,8.9600115,3.0611138
MAC003106,4.3266225,1.8643456
MAC004652,4.2645445,0.92948127
MAC003395,7.5948443,1.8828964
MAC001684,4.532478,1.2711654
MAC001796,8.198311,1.2560722
MAC001905,5.561978,2.5676293
MAC003495,6.5545335,1.871862
MAC005374,4.339333,2.6015835
MAC001453,7.750512,3.1278267
MAC003070,10.730889,1.651547
MAC001242,4.999822,1.6127641
MAC002556,4.6732445,0.93893677
MAC004450,4.633089,1.16154
MAC003630,5.4365225,4.089292
MAC005261,7.1444993,1.6648133
MAC001526,1.2840111,0.595304
MAC004210,6.6764336,1.043069
MAC001974,7.4189787,1.6766622
MAC001083,6.786855,2.7512448
MAC003901,9.558567,3.6743586
MAC004905,5.923689,1.4289063
MAC002244,3.9011111,1.3840264
MAC003486,5.4221115,2.0413022
MAC004292,2.2057445,1.391381
MAC001409,8.079056,1.8006089
MAC000503,7.2705994,3.1737986
MAC003944,6.8896227,1.1996405
MAC004912,7.351455,1.0309548
MAC003217,6.091845,1.7780612
MAC002541,7.340644,2.8436213
MAC000360,12.755078,2.2027636
MAC000792,9.686212,3.1071167
MAC004044,8.0657,1.9870467
MAC004556,5.8217664,1.0719385
MAC000953,5.474456,1.0319401
MAC002057,6.566034,1.9122912
MAC003509,2.7171001,0.75028414
MAC004017,4.648622,0.8499055
MAC001595,3.5864112,1.2871376
MAC000477,6.7157445,1.6364181
MAC002085,4.238244,1.627693
MAC005431,7.493255,1.9727672
MAC000140,5.3192997,2.288817
MAC001551,6.937245,2.3706095
MAC002453,4.1489334,1.1619703
MAC004339,7.6697884,3.0692015
MAC004839,2.934111,1.0542536
MAC002355,3.448056,1.2219833
MAC005142,6.942311,1.7128178
MAC002607,4.4287667,1.6995058
MAC000108,3.5913887,0.8465715
MAC001432,9.835667,3.2668457
MAC000371,3.6643107,0.74909306
MAC002756,5.033311,3.978198
MAC000558,8.687323,1.3268132
MAC002657,5.812333,1.9822598
MAC003696,5.1239333,1.1778903
MAC001230,5.099633,2.8702872
MAC004577,4.910645,2.2595792
MAC005328,3.7041667,0.918383
MAC002579,5.4082336,1.1195734
MAC001624,6.8335333,3.3306313
MAC004739,2.959222,0.56817317
MAC002938,6.080134,1.3269624
MAC004608,5.1099553,1.7304324
MAC004512,5.677933,2.4673128
MAC001754,5.3346777,2.3527176
MAC005181,4.1259446,1.0781859
MAC002185,5.3138447,1.3653406
MAC002483,4.366089,0.65963554
MAC001844,5.6374664,1.4731144
MAC000472,5.0539556,0.590909
MAC005095,3.2715776,0.9184285
MAC002390,4.8567557,0.905912
MAC000176,5.058811,1.1780511
MAC003688,5.676289,0.8975548
MAC003577,6.0318117,1.5974828
MAC001678,6.3564224,2.5877862
MAC002384,6.1491446,1.4603274
MAC003994,5.069611,2.3287923
MAC001931,5.626333,2.1434352
MAC004190,5.793434,1.4085256
MAC000714,3.7061558,1.2168812
MAC001907,4.250711,1.3871078
MAC002468,6.7255454,1.0630827
MAC003179,3.4182673,0.61608285
MAC002340,8.947278,3.7660582
MAC003004,1.5169666,1.6848041
MAC005187,5.019378,2.8255415
MAC004547,8.006878,1.5172421
MAC001446,7.8843107,2.3544495
MAC001892,2.9346113,0.8542608
MAC000413,6.5949783,1.4548274
MAC000677,6.060222,1.8250641
MAC001915,5.184744,1.7886286
MAC005362,5.4352555,2.8203166
MAC001089,3.6671333,0.6968032
MAC000220,4.914122,1.4860989
MAC003098,6.4765115,5.2880764
MAC004041,3.7330112,2.2007408
MAC001027,8.522956,1.6341838
MAC001815,4.983022,2.4799824
MAC000148,6.6315,0.855422
MAC005066,7.802622,2.3437567
MAC003927,5.0979667,1.0425402
MAC001930,5.322589,2.5449073
MAC001436,4.245756,1.4509938
MAC001373,4.4458003,0.7412087
MAC004569,5.9159784,3.3113554
MAC000634,3.823422,1.2014594
MAC004915,1.1737555,0.5937063
MAC004998,7.196789,0.9068083
MAC002934,8.994156,3.2681894
MAC001438,9.454577,3.308897
MAC005183,4.966289,2.1102834
MAC003721,3.7572222,1.370602
MAC004632,5.8752894,1.1520942
MAC004703,7.0612106,2.0414734
MAC005002,11.562222,4.0530634
MAC002707,5.0011673,0.84102464
MAC005140,3.0131779,0.870116
MAC001497,4.573878,3.2867956
MAC001257,3.390311,0.6423668
MAC000273,4.8080554,8.200623
MAC004289,6.6828,1.9954551
MAC003543,6.1325445,1.4328123
MAC001001,9.539679,2.37021
MAC003448,4.7016,0.8870598
MAC004994,5.9359784,1.7773589
MAC002638,4.9511113,1.8185716
MAC003691,5.632467,1.5572985
MAC002270,2.8685777,0.8801669
MAC000815,10.964611,2.1348588
MAC005201,3.8042111,3.2720218
MAC000690,14.77521,5.830221
MAC003663,6.7561216,1.6391443
MAC002045,5.3645444,1.2903752
MAC004360,7.8532333,3.3023329
MAC001325,5.515978,1.2143064
MAC005046,2.5700555,0.446596
MAC002501,6.1007,1.1140032
MAC005027,14.78942,6.1892323
MAC004009,3.7116442,1.6551421
MAC001572,8.46931,1.3165379
MAC003660,5.7194667,1.8162806
MAC004140,3.4620554,0.9886723
MAC004758,5.0878334,2.2812731
MAC003115,10.377711,4.0080647
MAC003335,8.452901,1.5718632
MAC005420,4.548856,1.7413248
MAC001827,7.0443215,1.1259294
MAC003370,7.0735445,1.8915097
MAC005260,5.469322,0.9367644
MAC003385,9.348278,1.8143673
MAC001363,4.859144,1.0334771
MAC002301,4.0519,1.1970434
MAC001007,6.7144885,2.3084164
MAC001441,4.392189,0.96464574
MAC004885,3.2374556,1.9703193
MAC001672,8.712777,4.17393
MAC000314,6.134078,1.1463394
MAC004507,6.4635005,2.2248433
MAC004163,7.781167,1.530934
MAC002424,8.421656,2.720337
MAC005334,2.5397668,1.3098059
MAC005115,6.789978,2.870637
MAC004454,1.6622331,1.5407786
MAC003101,6.8668776,2.2988067
MAC002610,6.1183004,2.9984598
MAC001532,9.910544,3.8111298
MAC004125,9.676712,3.071453
MAC000086,8.555344,1.3065329
MAC001177,5.411678,1.2324724
MAC000779,4.0852327,2.0801404
MAC000667,4.1609,1.2721852
